Movie Id,Year,Title,Genre 1,Genre 2,Genre 3
278596,2005,From Subway with Love,Comedy,Romance,NA
181937,1947,Clown of the Jungle,Animation,NA,NA
126030,2007,Isabelle au bois dormant,Animation,Comedy,NA
141554,2000,Disappearing Acts,Drama,Romance,NA
417,1994,Barcelona,Comedy,Romance,NA
44949,2006,Hoot,Children,Comedy,NA
175003,2006,How to Go Out on a Date in Queens,Comedy,Romance,NA
136210,2012,American Animal,Comedy,Drama,NA
163130,2013,Cinema Six,NA,NA,NA
244036,2003,Battlestar Galactica: The Lowdown,Action,Adventure,Drama
78132,2009,The Tomb,Horror,Thriller,NA
124731,1957,Just My Luck,Comedy,NA,NA
269490,2021,The Kindred,Horror,Mystery,Thriller
166034,1973,The Optimists of Nine Elms,Drama,NA,NA
6722,1992,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),Action,Romance,NA
195149,2018,Ronnie Coleman: The King,Documentary,NA,NA
186223,2018,The Executioners,Horror,Thriller,NA
234111,2020,Muscle,Thriller,NA,NA
183779,2010,The Passion,Comedy,NA,NA
214364,1980,Mannen som blev miljonär,NA,NA,NA
174181,2017,The Keepers,Crime,Documentary,Drama
138312,2014,Flowerman,Drama,Romance,Thriller
214158,1950,Tarts and Flowers,Animation,NA,NA
140016,2015,Always Watching: A Marble Hornets Story,Horror,NA,NA
222759,2020,The 24th,Drama,NA,NA
272473,2017,Australia Day,Crime,Drama,NA
191905,1977,Budapest Tales,Drama,NA,NA
100719,2012,Fake It So Real,Documentary,NA,NA
170777,1982,There Once Was a Dog,Animation,Children,Comedy
218249,2020,Gulabo Sitabo,Comedy,Drama,NA
2376,1985,A View to a Kill,Action,Adventure,Thriller
199990,2014,The White City,Drama,NA,NA
281816,2022,Wildcat,Documentary,NA,NA
188571,2011,Adam Chaplin,Horror,NA,NA
140062,1969,The Devil's Eight,Crime,Drama,Thriller
209359,2019,Among the Shadows,Crime,Horror,Thriller
8495,2000,Animal Factory,Crime,Drama,NA
269240,2021,45 Days: The Fight for a Nation,Documentary,NA,NA
123673,1990,The Rose Garden,Drama,NA,NA
207660,1977,24 Frames Per Second,NA,NA,NA
251836,1954,Third Party Risk,Crime,Drama,NA
210771,2016,Encounter,Horror,NA,NA
128966,1971,Gamera vs. Zigra,Action,Adventure,Sci-Fi
188753,2018,Unfriended: Dark Web,Horror,NA,NA
261143,2018,Space Girls,NA,NA,NA
104526,2012,So It Goes (Korsoteoria),Drama,NA,NA
215615,1995,Pink Floyd: Pulse,Documentary,NA,NA
114961,2012,Waiting for the Sea (V ozhidanii morya),Fantasy,NA,NA
207159,2018,Poinsettias for Christmas,Romance,NA,NA
265314,1989,Charles Manson Superstar,Crime,Documentary,NA
208263,1965,Ninety Degrees in the Shade,Crime,Drama,Thriller
178583,1979,Walk Proud,Drama,Romance,NA
281096,2022,Puss in Boots: The Last Wish,Adventure,Animation,Children
265686,2021,A Man Named Scott,Documentary,NA,NA
283433,2022,Mom! Keep Smiling,Comedy,NA,NA
181989,1973,Holiday on the Buses,Comedy,NA,NA
82608,2005,Zerophilia,Comedy,Romance,NA
6744,1985,Once Bitten,Comedy,Horror,NA
26762,1993,Aileen Wuornos: The Selling of a Serial Killer,Documentary,NA,NA
152635,2009,Black Sea,NA,NA,NA
133729,1989,Sleepaway Camp III: Teenage Wasteland,Comedy,Horror,NA
228431,2012,Emmanuelle Through Time: Emmanuelle's Sexy Bite,Comedy,Fantasy,NA
260947,1945,Jerky Turkey,Animation,Comedy,NA
289157,2021,Punorjonmo | পুনর্জন্ম,Crime,Thriller,NA
1923,1998,There's Something About Mary,Comedy,Romance,NA
162512,2000,Endgame,Comedy,Drama,NA
109008,2004,Viper in the Fist,Drama,NA,NA
159976,2016,Pelé: Birth of a Legend,Drama,NA,NA
192699,1985,Warning Sign,Drama,Sci-Fi,Thriller
150728,2011,All for One,Comedy,NA,NA
251368,2004,When Star Wars Ruled the World,Documentary,NA,NA
153682,1955,The Crooked Web,Crime,NA,NA
252610,2021,Baggio: The Divine Ponytail,Drama,NA,NA
171393,2010,Eyyvah Eyvah,NA,NA,NA
247094,2016,One Summer Night,Drama,NA,NA
223342,2008,Japan: A Story of Love and Hate,Documentary,NA,NA
8888,2001,Stealing Time (a.k.a. Rennie's Landing),Drama,NA,NA
252484,2014,Barbarous Mexico,Fantasy,Horror,NA
92641,1990,Warsaw Bridge (Pont de Varsòvia),NA,NA,NA
186941,2016,Golden Years,Comedy,Crime,NA
132975,2009,Garrison Keillor: The Man on the Radio in the Red Shoes,Documentary,NA,NA
31,1995,Dangerous Minds,Drama,NA,NA
8004,1965,Planet of the Vampires (Terrore nello spazio),Horror,Sci-Fi,NA
4723,2001,The Deep End,Drama,NA,NA
170451,2002,Dumbland,NA,NA,NA
221496,2019,Blood Vessel,Horror,Sci-Fi,NA
182153,1939,Donald's Cousin Gus,Animation,NA,NA
227955,2010,Bad Batch,NA,NA,NA
53774,1956,The Mystery of Picasso (Le mystère Picasso),Documentary,NA,NA
141716,2012,Blind Man,Action,Thriller,NA
228441,2017,Land Shark,Horror,Thriller,NA
254392,2021,Initiation,Crime,Horror,Mystery
2540,1999,The Corruptor,Action,Crime,Drama
167310,2016,The Caretaker,Horror,Thriller,NA
1740,1999,Men of Means,Action,Drama,NA
103042,2013,Man of Steel,Action,Adventure,Fantasy
175545,1994,Dragstrip Girl,NA,NA,NA
279862,2022,A Room of My Own,Drama,NA,NA
6117,1982,Privates on Parade,Comedy,Drama,War
280258,2022,The Wonder,Drama,Mystery,Thriller
191499,2013,Gunde Jaari Gallanthayyinde,Romance,NA,NA
264243,1999,The Adventures of Young Indiana Jones: The Phantom Train of Doom,Action,Adventure,Drama
215381,2019,Justine,Drama,NA,NA
202025,1983,Olivia,Crime,Drama,Horror
263073,2020,Christmas Waltz,Drama,Romance,NA
171455,2017,Fabricated City,Action,Crime,NA
1235,1971,Harold and Maude,Comedy,Drama,Romance
185715,2016,Layla M.,Drama,NA,NA
120524,1968,The Biggest Bundle of Them All,Comedy,Crime,NA
248314,1986,Theban Plays: Oedipus the King,Drama,NA,NA
165537,2016,The Windmill,Horror,NA,NA
4086,1987,The Big Easy,Action,Crime,Mystery
8587,2003,Mayor of the Sunset Strip,Documentary,NA,NA
195193,2014,The Limousine,Comedy,NA,NA
113510,2011,Switch,Action,Crime,Thriller
217941,2003,Virgin,Drama,NA,NA
288581,2023,Taylor Mac's 24-Decade History of Popular Music,Documentary,NA,NA
184135,2001,Anne Frank: The Whole Story,Drama,War,NA
187031,2018,Jurassic World: Fallen Kingdom,Action,Adventure,Drama
121620,1941,Thieves Fall Out,Comedy,NA,NA
6454,1989,Music Box,Drama,NA,NA
220370,NA,The Dalai Lama: Scientist,Documentary,NA,NA
190921,1990,The Silver Chair,Adventure,Children,Fantasy
103489,2010,Arctic Blast,Sci-Fi,Thriller,NA
190103,1975,Manila in the Claws of Light,Drama,Mystery,NA
174213,1909,The Sealed Room,Drama,Horror,NA
75345,2001,Failan,Drama,Romance,NA
177295,2016,Jesús,Children,Drama,NA
123225,2012,Winning Streak,Drama,NA,NA
5705,1980,Xanadu,Fantasy,Musical,Romance
158238,2016,The Nice Guys,Crime,Mystery,Thriller
200290,2018,Female Human Animal,Thriller,NA,NA
151319,2016,Notias,Comedy,Drama,NA
223017,2017,Red apples,Drama,NA,NA
116666,1971,Dr Jekyll & Sister Hyde,Horror,Sci-Fi,NA
184817,1987,Lunch Meat,Drama,Horror,NA
5017,1953,The Big Heat,Drama,Film-Noir,NA
38839,2004,The Ketchup Effect (Hip Hip Hora!),Drama,NA,NA
254903,2008,The Day the Earth Stopped,Action,Adventure,Sci-Fi
96935,2002,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),Comedy,Fantasy,Romance
263373,2000,The Railway Children,Children,Drama,NA
133497,1967,Goldface il fantastico Superman,Adventure,Crime,NA
172215,1992,Saved by the Bell: Hawaiian Style,Comedy,NA,NA
195987,2018,DriverX,Drama,NA,NA
148675,2015,North Pole: Open For Christmas,Children,Fantasy,NA
254048,2021,Unclenching the Fists,Drama,NA,NA
276217,2022,Ip Man: The Awakening,Action,Adventure,Drama
27347,2001,Good Advice,Comedy,Romance,NA
232045,2019,Gully,NA,NA,NA
277324,2022,Carter,Action,Thriller,NA
192679,1992,"min klaite... Parakalo, gynaikes",NA,NA,NA
121961,1963,The Young Racers,Action,Drama,NA
144182,2015,SPL 2: A Time for Consequences,Action,Crime,Drama
174177,1900,Grandma and the Bad Boys,NA,NA,NA
123115,1929,Why Be Good?,Comedy,Drama,Romance
213431,2019,The Fable,Action,Comedy,NA
7194,1958,Bonjour tristesse,Drama,NA,NA
157987,1963,The Love Eterne,NA,NA,NA
1552,1997,Con Air,Action,Adventure,Thriller
194388,1995,Gamera: Guardian of the Universe,Action,Adventure,Drama
201318,2005,Deer Woman,Comedy,Horror,NA
106992,1974,Cousin Angelica (La prima Angélica),Drama,NA,NA
213047,2019,Makmum,Horror,NA,NA
32296,2005,Miss Congeniality 2: Armed and Fabulous,Adventure,Comedy,Crime
145162,2001,Ripper: Letter from Hell,Horror,NA,NA
4621,1989,Look Who's Talking,Comedy,Romance,NA
204804,2017,Bob Saget: Zero to Sixty,Comedy,NA,NA
275281,2002,Unlicensed Cemetery: The John Wayne Gacy Murders,NA,NA,NA
4799,1963,"Mad World It's a Mad, Mad, Mad",Action,Adventure,Comedy
139653,2010,Winston Churchill: Walking with Destiny,Documentary,NA,NA
263965,2015,Downton Abbey: Christmas Special 2015,Children,Drama,Romance
272135,2022,Bodies Bodies Bodies,Comedy,Horror,Thriller
246110,2010,Klara,Adventure,Children,NA
185749,1982,The Last Horror Film,Comedy,Horror,NA
86852,2011,The Beaver,Drama,NA,NA
126737,2014,Dark Dungeons,Drama,Fantasy,NA
186603,2004,Method,Thriller,NA,NA
163873,1987,Scared Stiff,Horror,NA,NA
135454,2010,Alien vs. Ninja,Action,Horror,Sci-Fi
215775,1999,Little Heroes,NA,NA,NA
147346,1981,Final Exam,Horror,NA,NA
139598,2014,Yellowbird,Animation,Children,Comedy
126787,2012,The Last Time I Saw Macao,Documentary,Thriller,NA
96294,2003,Bells of Innocence,Horror,NA,NA
277164,2004,Venky,Adventure,Comedy,NA
120114,2014,Summertime,Comedy,NA,NA
220930,2020,Suk Suk,Drama,NA,NA
207850,2017,Gasht-e 2,Comedy,NA,NA
137841,1965,Harlow,Drama,NA,NA
165661,2015,The Piper,Fantasy,Horror,NA
169512,2007,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,Action,Animation,NA
195649,2018,Quién te cantará,Drama,Mystery,NA
244656,2020,Simple Passion,Drama,Romance,NA
240628,2007,Bottom Feeder,Horror,Sci-Fi,NA
105490,1985,Almost You,Comedy,Drama,NA
5076,1993,The Adventures of Huck Finn,Adventure,Children,Comedy
222419,2020,Khuda Haafiz,Action,Romance,Thriller
152041,2011,100% Love,Drama,Romance,NA
6494,2002,On_Line (a.k.a. On Line),Drama,NA,NA
238804,2003,Life After All,Children,Drama,NA
277822,1996,Miss Nobody,Drama,NA,NA
609,1996,Homeward Bound II: Lost in San Francisco,Adventure,Children,NA
241660,1956,Requiem for a Heavyweight,NA,NA,NA
173773,2006,Destiny,Drama,NA,NA
131771,1988,Senior Week,NA,NA,NA
8584,1945,Leave Her to Heaven,Drama,Film-Noir,NA
196329,2011,Sons of Norway,Drama,NA,NA
2868,1988,Fright Night Part II,Horror,NA,NA
136526,1993,Thunder In Paradise,NA,NA,NA
92648,2000,BookWars,Comedy,Crime,Documentary
7833,1941,Shadow of the Thin Man,Comedy,Crime,Mystery
253794,2020,In Your Shoes,Comedy,NA,NA
169258,2009,Gangs,Comedy,Drama,NA
32354,2003,Free Radicals (Böse Zellen),Drama,NA,NA
203936,2019,Zombies,NA,NA,NA
101388,2001,A Colder Kind of Death,Crime,Drama,Mystery
268732,2022,Scream,Horror,Mystery,Thriller
177917,2016,Papa ou maman 2,Comedy,NA,NA
178339,2003,The Classic,Drama,Romance,NA
183647,2016,11 September Vragen,Documentary,NA,NA
153642,2006,Schoffies,NA,NA,NA
4786,1973,The Legend of Hell House,Horror,Thriller,NA
222117,2020,Music,Drama,NA,NA
152627,2011,Balls to the Wall,Comedy,NA,NA
145722,2005,Cold & Dark,Action,Crime,Horror
288767,2021,Human Resources,Horror,Mystery,NA
2839,1998,West Beirut (West Beyrouth),Drama,NA,NA
191857,2018,The Bleeding Edge,Documentary,NA,NA
168054,2010,After the Fall,Drama,NA,NA
181891,1949,Slide Donald Slide,Animation,Children,Comedy
264059,2019,The Heater,Thriller,NA,NA
250572,1944,Hare Ribbin',Animation,Comedy,NA
194152,2018,Sleep No More,Horror,NA,NA
216535,2013,Prank,Crime,Horror,NA
128758,1977,Judge Fayard Called the Sheriff,Crime,Drama,NA
251572,2011,My Dog's Christmas Miracle,Children,Comedy,NA
103333,2013,Blutzbrüdaz,Comedy,NA,NA
36553,1937,In Old Chicago,Action,Drama,Musical
2973,1989,Crimes and Misdemeanors,Comedy,Crime,Drama
4117,1987,Hope and Glory,Drama,NA,NA
130239,1962,Warriors Five,NA,NA,NA
133699,2004,Black Friday,Crime,Drama,Thriller
27328,2000,Monday,Action,Comedy,Crime
8157,1998,Jin Roh: The Wolf Brigade (Jin-Rô),Animation,Fantasy,Thriller
137924,2011,Dark Souls,Horror,Thriller,NA
220776,1999,International Khiladi,Action,Crime,Drama
278952,2022,Moon Man,Comedy,Sci-Fi,NA
162374,2016,The Rack Pack,Comedy,Drama,NA
213976,2020,Lost Girls,Drama,Mystery,Thriller
33970,1992,Equinox,Drama,Mystery,Thriller
77808,1977,Bobby Deerfield,Drama,Romance,NA
125301,1957,The Little Hut,Comedy,Romance,NA
187973,1969,Father Frost and the Summer,Animation,NA,NA
235551,2018,The Orange Years: The Nickelodeon Story,Documentary,NA,NA
155115,2012,Asura,Animation,Drama,Horror
100517,2012,The World Before Her,Documentary,NA,NA
114420,1971,When Eight Bells Toll,Action,Adventure,Crime
162126,1975,Autobiography of a Princess,NA,NA,NA
280674,2022,Reclaim,Children,Drama,NA
182941,2017,The Motive,Drama,Thriller,NA
288591,1937,Little Red Walking Hood,Animation,Comedy,NA
149398,2015,On the Twelfth Day of Christmas,Children,NA,NA
241708,2012,Video Diary of a Lost Girl,Comedy,Fantasy,Horror
150018,2005,Verlengd Weekend,Comedy,Drama,NA
133431,1975,Carambola's Philosophy: In the Right Pocket,Comedy,Western,NA
172855,2010,Путь к себе,Romance,NA,NA
144240,1958,Screaming Mimi,Thriller,NA,NA
226888,2020,The Dark and the Wicked,Horror,NA,NA
214922,2020,Love. Wedding. Repeat,NA,NA,NA
211754,2019,Blood Widow,Horror,Mystery,Thriller
280194,2022,The Inhabitant,Horror,Thriller,NA
273767,2021,Tomb of the River,Action,Crime,Drama
254758,2021,The Greenhouse,Drama,Fantasy,NA
120923,2014,Under a Lucky Star,Comedy,NA,NA
243586,2021,Operation Varsity Blues: The College Admissions Scandal,Crime,Documentary,NA
150395,2015,Assassination Classroom,Action,Adventure,Sci-Fi
160350,2004,Alien Lockdown,Sci-Fi,NA,NA
217573,2020,5G Zombies,Horror,NA,NA
117586,2010,My Dear Desperado,Comedy,NA,NA
254460,2021,Jungle Cruise,Adventure,Children,Comedy
128129,1972,The Dead Are Alive,Horror,Mystery,Thriller
279394,2011,Innocence,Drama,Thriller,NA
2011,1989,Back to the Future Part II,Adventure,Comedy,Sci-Fi
138198,2013,Greg Fitzsimmons: Life on Stage,NA,NA,NA
5284,2001,Crush,Comedy,Romance,NA
25956,1949,The Secret Garden,Children,Drama,NA
177977,1976,The Secret Rivals,Action,NA,NA
262735,2014,Walk the Dog,Drama,NA,NA
173953,1953,Don't Give Up the Sheep,NA,NA,NA
176237,1900,The One-Man Band,Action,Fantasy,Thriller
203222,2019,The Lion King,Adventure,Animation,Children
164707,2005,Go Figure,Children,Comedy,Drama
273977,2022,365 Days: This Day,Drama,Romance,NA
61465,2008,Bangkok Dangerous,Action,Crime,Thriller
106195,2013,How I Live Now,Action,Drama,Thriller
223316,1982,Satte Pe Satta,Comedy,NA,NA
151505,2009,Carpet Racers,Documentary,NA,NA
150898,2009,General Nil,NA,NA,NA
186631,2018,Everybody Knows,Drama,NA,NA
151426,1971,L'arciere di fuoco,Adventure,NA,NA
98376,1950,The Yellow Cab Man,Comedy,Drama,Romance
89492,2011,Moneyball,Drama,NA,NA
126158,2007,Frenchmen 2,Comedy,Romance,NA
205603,2012,Always - Sunset on Third Street 3,Comedy,Drama,NA
244562,2019,Going Nuts - Tales from the Squirrel World,Documentary,NA,NA
155932,1953,So This Is Love,NA,NA,NA
200556,1951,Cry Danger,Crime,Drama,Thriller
291685,2023,Where the Wind Blows,Crime,Drama,Thriller
71280,1959,The Wreck of the Mary Deare,Drama,Thriller,NA
264980,1997,To the Victory at Last,Drama,NA,NA
83381,1960,Seven Thieves,Crime,Drama,NA
4854,1967,Clambake,Musical,NA,NA
98114,1982,Bloodtide,Horror,NA,NA
161179,2016,To Steal from a Thief,Crime,Thriller,NA
71433,1964,White Devil Black God (Deus e o Diabo na Terra do Sol),Adventure,Crime,Drama
193213,2006,Forget About It,Comedy,Drama,NA
26501,1984,Choose Me,Comedy,Romance,NA
155172,2014,The Staple of News,NA,NA,NA
179309,1953,Wuthering Heights,Drama,Romance,NA
63436,2008,Saw V,Crime,Horror,Thriller
7319,2004,Club Dread,Comedy,Horror,NA
123227,2006,The Slaughter,Horror,NA,NA
196097,NA,The Zen Diaries of Garry Shandling: Parts 1 & 2,Comedy,Documentary,NA
211185,2019,Ella Fitzgerald: Just One of Those Things,Documentary,NA,NA
250208,2021,White People Money,Comedy,NA,NA
147300,1986,Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches,Crime,Mystery,NA
212715,1984,Shanghai 13,Action,NA,NA
184237,2015,Uttama Villain,Comedy,Drama,Romance
2738,1986,Crimes of the Heart,Comedy,Drama,NA
269536,2020,Sörensen's Fear,Comedy,Crime,NA
145626,1963,Gold for the Caesars,Action,Adventure,NA
280388,2021,Last Summer,Drama,Romance,NA
154386,NA,Normaal: Ik Kom Altied Weer Terug,NA,NA,NA
220156,2018,All Inclusive,Documentary,NA,NA
287011,1936,Daniel Boone,Western,NA,NA
108951,1930,Rain or Shine,Comedy,Drama,Romance
95784,1947,Intohimon vallassa,Drama,Romance,NA
2852,1984,A Soldier's Story,Drama,NA,NA
173863,2016,X500,NA,NA,NA
76,1995,Screamers,Action,Sci-Fi,Thriller
193183,2018,Death of a Nation,Documentary,NA,NA
84565,1983,Legend of the Eight Samurai (Satomi hakken-den),Action,Adventure,Drama
152834,2003,Sin,Action,Romance,Thriller
158290,2003,Kaakha Kaakha,Action,Crime,Thriller
246854,2010,Mandoo,NA,NA,NA
4400,1953,Donovan's Brain,Sci-Fi,NA,NA
203180,2012,Ducoboo 2: Crazy Vacation,Comedy,NA,NA
208495,2019,American Son,Drama,NA,NA
173619,1986,Fugitives,Comedy,Crime,NA
151139,1954,Carnival Story,Drama,Romance,NA
159449,2013,African Safari,Documentary,NA,NA
191283,2017,Disgraced,Documentary,NA,NA
280084,1962,Teenage Yakuza,Action,Crime,NA
144928,1961,El Analfabeto,Comedy,NA,NA
190573,1974,My Little Loves,Drama,NA,NA
103139,2007,The Mugger (El asaltante),Drama,NA,NA
151607,2004,Funky Monkey,Children,Comedy,NA
139096,2010,Unmatched,Documentary,NA,NA
243842,1953,Attack from the Sea,Drama,War,NA
6650,1949,Kind Hearts and Coronets,Comedy,Drama,NA
81758,2005,Faces of Schlock,Comedy,Horror,NA
7176,2003,Crimson Gold (Talaye sorgh),Drama,NA,NA
276423,1979,Jag är med barn,Comedy,NA,NA
2312,1986,Children of a Lesser God,Drama,NA,NA
108529,2004,Vizontele Tuuba,Comedy,Drama,NA
158635,2010,Just Between Us,Comedy,Drama,NA
48780,2006,The Prestige,Drama,Mystery,Sci-Fi
146210,2015,Blue Mountain State: The Rise of Thadland,Comedy,NA,NA
86355,2011,Atlas Shrugged: Part 1,Drama,Mystery,Sci-Fi
163310,1966,A Visit with Truman Capote,Documentary,NA,NA
155695,1952,Bela Lugosi Meets a Brooklyn Gorilla,Comedy,Sci-Fi,NA
213610,1977,Le sexe des anges,NA,NA,NA
1688,1997,Anastasia,Adventure,Animation,Children
185965,2017,Murder on the Cape,Drama,NA,NA
139507,2007,Lissi and the Wild Emperor,Animation,Comedy,NA
250576,1948,Hot Cross Bunny,Animation,Comedy,NA
131852,1931,The Mad Genius,Drama,Horror,Romance
101715,2008,Loaded,Action,Crime,Drama
54272,2007,The Simpsons Movie,Animation,Comedy,NA
258583,2007,La Recta Provincia,Drama,NA,NA
187143,2016,Hedi,Drama,NA,NA
157931,1975,La Cage,Drama,NA,NA
117492,1995,Alien Nation: Body and Soul,Sci-Fi,NA,NA
5072,2001,Metropolis,Animation,Sci-Fi,NA
259909,2021,Italian Studies,Drama,NA,NA
193661,2009,Two Weeks in Hell,Documentary,NA,NA
271777,2014,Anthony,Comedy,Drama,NA
167188,2014,The Reunion 2 - The Funeral,Comedy,NA,NA
122088,1985,Water,Adventure,Comedy,Drama
184193,2017,Raees,Action,Crime,Thriller
136108,1959,Vacanze d'inverno,NA,NA,NA
81853,1963,These Are the Damned (a.k.a. The Damned),Drama,Fantasy,Romance
270624,1944,The Painter and the Pointer,Animation,NA,NA
178125,2009,D@bbe 2,Horror,Mystery,NA
204718,2016,The Gatehouse,Adventure,Drama,Fantasy
42725,2006,Grandma's Boy,Comedy,NA,NA
287227,2023,Fool's Paradise,Comedy,NA,NA
202503,1989,L.A. Takedown,Action,Crime,Drama
232941,1983,Baby It's You,Comedy,Drama,Romance
131678,1989,Summer Job,NA,NA,NA
102115,1949,Prinsessa Ruusunen,Children,Fantasy,Romance
192565,2018,We the Animals,Drama,NA,NA
157985,2009,Unter Strom,Comedy,NA,NA
140876,2014,Do Lado de Fora,Comedy,NA,NA
177549,1941,Ziegfeld Girl,Drama,Romance,NA
132688,1992,Falling From Grace,Drama,Romance,NA
92427,2011,Woman in Love (Rubbeldiekatz),Comedy,NA,NA
237820,2021,Born a Champion,Action,Drama,NA
173571,1976,The Second Tragic Fantozzi,Comedy,NA,NA
8427,1979,Americathon,Comedy,Sci-Fi,NA
60145,1920,The Penalty,Crime,Drama,Horror
244188,2018,7 Days Out,Documentary,NA,NA
4401,1963,Donovan's Reef,Action,Comedy,Romance
124735,1993,Love Bites,Comedy,Romance,NA
173629,2007,Appleseed: Ex Machina,Action,Animation,Sci-Fi
212801,1993,Fist from Shaolin,Action,NA,NA
236359,2018,Serial Cook,Comedy,Drama,NA
221184,1966,Fireball 500,Action,Comedy,Drama
771,1987,Life Is Rosy (La a.k.a. Life Is Beautiful) (Vie est belle),Comedy,Drama,NA
67247,2008,Praying with Lior,Documentary,NA,NA
131984,1987,Off the Mark,NA,NA,NA
211067,2018,Os Farofeiros,Comedy,NA,NA
270604,2020,Schönes Schlamassel,Comedy,Romance,NA
77332,2001,Don's Plum,Drama,NA,NA
129223,1952,Tarzan's Savage Fury,Action,Adventure,NA
122563,2011,InSight,Mystery,Thriller,NA
260771,2005,So Far So Close,NA,NA,NA
907,1934,The Gay Divorcee,Comedy,Musical,Romance
131272,2004,Last Flight Out,Action,NA,NA
934,1950,Father of the Bride,Comedy,NA,NA
